took,timed_out,total,successful,skipped,failed,total,max_score,_index,_type,_id,_score,id,url
,,,,,,,,seed_target,_doc,30222,3.756005,31,https://www.sloans.com/equipment/cat/skid-steer-loaders/
,,,,,,,,seed_target,_doc,32711,3.756005,31,https://www.miltoncat.com/machinery-equipment/used/conveyors
,,,,,,,,seed_target,_doc,32614,3.756005,31,http://www.foleyinc.com/construction/used/agricultural-products/
,,,,,,,,seed_target,_doc,28601,3.756005,31,http://www.creightonstrailers.com/all-inventory/boat-trailers
,,,,,,,,seed_target,_doc,30359,3.756005,31,https://www.vankeppel.com/equipment/construction
,,,,,,,,seed_target,_doc,32712,3.756005,31,https://www.miltoncat.com/machinery-equipment/used/cranes
,,,,,,,,seed_target,_doc,31976,3.6993296,31,https://www.mcgrewequipment.com/default.asp?page=xAllInventory
,,,,,,,,seed_target,_doc,32628,3.6993296,31,http://www.foleyinc.com/construction/used/motor-graders/
,,,,,,,,seed_target,_doc,28626,3.6993296,31,https://www.thetrailerspecialist.com/brands/cm-trailers
,,,,,,,,seed_target,_doc,28323,3.6993296,31,https://www.clevelandbrothers.com/used-equipment/equipment/machinery/?manufacturer=Allmand
,,,,,,,,seed_target,_doc,29376,3.6993296,31,https://www.gesales.com/category/farm-equipment/wagons/
,,,,,,,,seed_target,_doc,32658,3.6993296,31,https://www.clevelandbrothers.com/used-equipment/material-handling/
,,,,,,,,seed_target,_doc,30429,3.6993296,31,http://www.convoycapitalllc.com/online-account-management/
,,,,,,,,seed_target,_doc,31919,3.6993296,31,https://www.magnamtruck.com/used-trucks-equipment-trailers-for-sale-dayton-columbus-toledo-ohio--xpreownedinventory
,,,,,,,,seed_target,_doc,32623,3.6993296,31,http://www.foleyinc.com/construction/used/knuckleboom-loaders/
,,,,,,,,seed_target,_doc,27037,3.6993296,31,https://www.bestchoicetrailers.com/all-inventory/livestock-trailers
,,,,,,,,seed_target,_doc,29387,3.6993296,31,https://www.vistotrailers.com/tilt-deck-trailers
,,,,,,,,seed_target,_doc,28042,3.6993296,31,https://www.nieburtractor.com/ag-attachments
,,,,,,,,seed_target,_doc,33887,3.6993296,31,https://livequipment.com/product-category/mixer-trucks-for-sale/
,,,,,,,,seed_target,_doc,31470,3.6993296,31,https://www.hollandandsons.com/imglib/Inventory/cache/4559/UVehInv.js?v=9621351
,,,,,,,,seed_target,_doc,26771,3.6993296,31,https://www.sunriseservicellc.com/all-inventory/deckover-trailers
,,,,,,,,seed_target,_doc,30498,3.6993296,31,https://www.oescoinc.com/equipment/agrofrost-frost-protection.html
,,,,,,,,seed_target,_doc,29214,3.6993296,31,https://steenent.com/used-equipment/
,,,,,,,,seed_target,_doc,28880,3.6993296,31,http://www.marshallcountycoop.com/sale-items.html
,,,,,,,,seed_target,_doc,28111,3.6993296,31,https://www.varnersequipment.com/gallery
,,,,,,,,seed_target,_doc,32661,3.6993296,31,https://www.clevelandbrothers.com/used-equipment/temperature-control/
,,,,,,,,seed_target,_doc,29221,3.6993296,31,https://steenent.com/used-equipment/used-tractor-packages/
,,,,,,,,seed_target,_doc,33459,3.6993296,31,http://www.ncmachinery.com/cat_used_equipments/groups/97
,,,,,,,,seed_target,_doc,29392,3.6993296,31,https://www.vistotrailers.com/utility-trailers?type_list=19&condition=2
,,,,,,,,seed_target,_doc,28876,3.6993296,31,http://www.claytonauction.com/gallery.html
