took,timed_out,total,successful,skipped,failed,total,max_score,.hits.hits[],doc_count_error_upper_bound,sum_other_doc_count,key,doc_count
10,false,5,5,0,0,5732,0,,5,5603,https://candhtruck.com/trucks/used-semi-trucks-for-sale/13/single-axles,3
,,,,,,,,,,,https://www.binghamequipment.com/browse-equipment/all-categories/all-classes/all-industries/Tractors/all-makes/all-models#anchor,2
,,,,,,,,,,,https://www.landmarkeq.com/browse-equipment/all-categories/used/all-industries/all-types/all-makes/all-models/,2
