took,timed_out,total,successful,skipped,failed,total,max_score,.hits.hits[],doc_count_error_upper_bound,sum_other_doc_count,key,doc_count
26,false,5,5,0,0,5697,0,,5,5570,https://candhtruck.com/trucks/used-semi-trucks-for-sale/13/single-axles,3
