took,timed_out,total,successful,skipped,failed,total,max_score,_index,_type,_id,_score,domain
,,,,,,,,seed_target,_doc,19767,1.2114162,imotorsportsinc.com
,,,,,,,,seed_target,_doc,19643,1.2114162,mcmahoncycles.com
,,,,,,,,seed_target,_doc,19886,1.2114162,indianmotorcyclesf.com
,,,,,,,,seed_target,_doc,20007,1.2114162,sheboyganpowersports.com
,,,,,,,,seed_target,_doc,19988,1.2114162,jetskiofmiami.com
,,,,,,,,seed_target,_doc,19615,1.2114162,vivapowersports.com
,,,,,,,,seed_target,_doc,19887,1.2114162,kmcycleonline.com
,,,,,,,,seed_target,_doc,20019,1.2114162,sheboyganpowersports.com
,,,,,,,,seed_target,_doc,19934,1.2114162,westorlandopowersports.com
,,,,,,,,seed_target,_doc,37930,1.2055959,trimbles.com
,,,,,,,,seed_target,_doc,19908,1.2055959,lexmotorsports.com
,,,,,,,,seed_target,_doc,19629,1.2055959,texas-yamaha.com
,,,,,,,,seed_target,_doc,19718,1.2055959,gogreeson.com
,,,,,,,,seed_target,_doc,19665,1.2055959,brotherspowersports.com
,,,,,,,,seed_target,_doc,19819,1.2055959,engelhart.com
,,,,,,,,seed_target,_doc,19669,1.2055959,i-90motorsports.com
,,,,,,,,seed_target,_doc,19632,1.2055959,ronshonda.com
,,,,,,,,seed_target,_doc,19796,1.2055959,hawkeyemotorworks.com
,,,,,,,,seed_target,_doc,19719,1.2055959,fredcummingsmotorsports.com
,,,,,,,,seed_target,_doc,19799,1.2055959,lansfordkawasaki.com
,,,,,,,,seed_target,_doc,19681,1.2055959,actioncyclesnsleds.com
,,,,,,,,seed_target,_doc,19974,1.2055959,ervssales.com
,,,,,,,,seed_target,_doc,19706,1.2055959,vanwallpowersports.com
,,,,,,,,seed_target,_doc,19744,1.2055959,troycitygarage.com
,,,,,,,,seed_target,_doc,19749,1.2055959,birdsofpreymotorsports.com
,,,,,,,,seed_target,_doc,19674,1.2055959,momsouth.com
,,,,,,,,seed_target,_doc,19976,1.2055959,honda.cedarcreekmotorsports.com
,,,,,,,,seed_target,_doc,19594,1.2055959,skypowersportslakewales.com
,,,,,,,,seed_target,_doc,19812,1.2055959,abernathycycles.com
,,,,,,,,seed_target,_doc,19853,1.2055959,allpowersales.com
,,,,,,,,seed_target,_doc,19696,1.2055959,starcitymotorsports.com
,,,,,,,,seed_target,_doc,20001,1.2055959,CanandaiguaMotorsports.com
,,,,,,,,seed_target,_doc,19822,1.2055959,zeiglermotorsports.com
,,,,,,,,seed_target,_doc,20015,1.2055959,sspowersportslouisville.com
,,,,,,,,seed_target,_doc,19902,1.2055959,jemmotorsportsinc.com
,,,,,,,,seed_target,_doc,19772,1.2055959,ridenow.com
,,,,,,,,seed_target,_doc,19852,1.2055959,powerlodge.com
,,,,,,,,seed_target,_doc,26462,1.2055959,kendallvillepowersports.com
