took,timed_out,total,successful,skipped,failed,total,max_score,_index,_type,_id,_score,url
,,,,,,,,seed_target,_doc,27209,5.3816113,https://www.goffsequipment.com/search/inventory/usage/Used/type/Disc%20Harrow/type/Agricultural%20Balers/type/Cultivators/type/Disk%20Mowers/type/Silage%20Deck/type/Three%20Point%20Implement/type/Forage%20Wagon/type/Finish%20Mower/type/Harrows/sort/best-match
,,,,,,,,seed_target,_doc,27520,5.3816113,https://www.goffsequipment.com/search/inventory/usage/Used/type/Agricultural%20Tractors/type/Tractors/sort/best-match
,,,,,,,,seed_target,_doc,32577,5.3816113,https://www.interstatesales1.com/default.asp?page=xPreOwnedInventory
,,,,,,,,seed_target,_doc,29073,5.379196,https://www.heavyequipmentrentals.com/sales/new
,,,,,,,,seed_target,_doc,28172,5.379196,https://www.sixandmango.com/equipment/used-equipment/
,,,,,,,,seed_target,_doc,30615,5.379196,http://earthsalesgroup.com/construction-2/
,,,,,,,,seed_target,_doc,30086,5.379196,http://diamondrtrailers.com/Trailers.aspx?c_liv=Yes
,,,,,,,,seed_target,_doc,28096,5.379196,https://www.whitesfarmsupplyonline.com/mcfarlane-tillage
,,,,,,,,seed_target,_doc,28597,5.379196,https://www.tenntrailers.com/all-inventory/used-trailers
,,,,,,,,seed_target,_doc,28098,5.379196,https://www.goffsequipment.com/search/inventory/usage/Used/type/Commercial%20Lawn%20Mowers/type/Lawn%20Mowers/type/Residential%20Lawn%20Mowers/sort/price-low
,,,,,,,,seed_target,_doc,29354,5.379196,https://www.aisequip.com/new-machines-at-ais/jcb-construction-equipment/jcb-teleskid
,,,,,,,,seed_target,_doc,30620,5.379196,http://www.nissleyequipment.com/index.php?option=com_inventory&view=inventory&type=truckdb&seller_id=17071&cat_id=3008&Itemid=109
,,,,,,,,seed_target,_doc,29342,5.379196,https://www.aisequip.com/pre-owned-machines
,,,,,,,,seed_target,_doc,29044,5.379196,https://www.utilitytrailerore.com/inventory/new-trailers/
,,,,,,,,seed_target,_doc,30084,5.379196,http://diamondrtrailers.com/Trailers.aspx?new=N
,,,,,,,,seed_target,_doc,29876,5.379196,http://www.dwliftsales.com/inventory/
,,,,,,,,seed_target,_doc,29057,5.379196,https://www.greatwesternleasing.com/semi-trailers/extendable
,,,,,,,,seed_target,_doc,30080,5.379196,https://www.bandsent.com/agriculture/agriculture-financing
,,,,,,,,seed_target,_doc,28070,5.379196,https://www.goffsequipment.com/search/inventory/usage/Used/brand/STIHL/brand/Yard%20Machines/sort/best-match
,,,,,,,,seed_target,_doc,29966,5.379196,https://machinerytradeoff.com/inventory/skid-steer
,,,,,,,,seed_target,_doc,30604,5.379196,http://www.monarchtruck.com/sales/vehicles?condition=Used
,,,,,,,,seed_target,_doc,29064,5.379196,https://www.greatwesternleasing.com/semi-trailers/live-floor-trailers
,,,,,,,,seed_target,_doc,29788,5.379196,https://varnerequipment.com/inventory/
,,,,,,,,seed_target,_doc,29305,5.379196,http://nwmixerfeeders.com/inventory-overview/pre-owned-inventory/pre-owned-conveyors/
,,,,,,,,seed_target,_doc,30550,5.379196,http://jdequipmentcorp.com/inventory/
,,,,,,,,seed_target,_doc,30316,5.379196,http://www.revtruck.com/inventory
,,,,,,,,seed_target,_doc,29875,5.379196,http://www.dwliftsales.com/inventory-categories/forklifts/
,,,,,,,,seed_target,_doc,29632,5.379196,https://www.interstatetrucksource.com/used-trucks
,,,,,,,,seed_target,_doc,32675,5.379196,https://www.albancat.com/used/for-sale/power-systems/
,,,,,,,,seed_target,_doc,30337,5.379196,http://gardenstatebobcat.com/compact-track-loaders/
,,,,,,,,seed_target,_doc,32670,5.379196,https://www.albancat.com/used/for-sale/mining-equipment/
,,,,,,,,seed_target,_doc,29959,5.379196,https://machinerytradeoff.com/inventory/backhoe
,,,,,,,,seed_target,_doc,29356,5.379196,https://www.aisequip.com/pre-owned-machines/category/trucks
,,,,,,,,seed_target,_doc,29043,5.379196,https://www.utilitytrailerore.com/inventory/used-trailers/
,,,,,,,,seed_target,_doc,29272,5.379196,http://riechmannbros.com/Equipment/Used-Equipment/Crawler-Dozers.aspx
,,,,,,,,seed_target,_doc,28725,5.379196,http://bobcatboston.com/showrooms/Bobcat/Loaders/Mini+Track+Loaders/
,,,,,,,,seed_target,_doc,27245,5.379196,https://www.stoufferbros.com/search/inventory/usage/Used/sort/best-match
,,,,,,,,seed_target,_doc,33568,5.3218594,https://ironmikeenterprises.com/inventory/?category=Bucket+Truck+-+Boom+Truck
,,,,,,,,seed_target,_doc,30245,5.3218594,http://www.wackerneusonused.com/Used-Wacker-Neuson-Excavators-For-Sale/search-results?category=Excavators
,,,,,,,,seed_target,_doc,30399,5.3218594,http://www.fairchildequipment.com/equipment
,,,,,,,,seed_target,_doc,29275,5.3218594,http://riechmannbros.com/Equipment/Used-Equipment/Attachments-for-Hay.aspx
,,,,,,,,seed_target,_doc,30616,5.3218594,http://hollistontruck.com/us_portfolio_category/equipment/
,,,,,,,,seed_target,_doc,29784,5.3218594,https://www.worktrucksandvans.com/inventory-work-trucks-vans/other-vehicles.html
,,,,,,,,seed_target,_doc,28082,5.3218594,https://www.a1powerllc.com/search/inventory/usage/Used
,,,,,,,,seed_target,_doc,28136,5.3218594,http://www.kentequipment.com/equipment/used-equipment
,,,,,,,,seed_target,_doc,29089,5.3218594,https://www.heavyequipmentrentals.com/sales/used
,,,,,,,,seed_target,_doc,30542,5.3218594,https://www.mjtrucknation.com/other-trucks/
,,,,,,,,seed_target,_doc,32672,5.3218594,https://www.albancat.com/used/for-sale/off-highway-trucks-tractors/
,,,,,,,,seed_target,_doc,30196,5.3218594,https://www.thetrailerplace.com/car-trailers/
,,,,,,,,seed_target,_doc,27284,5.3218594,https://www.mokanoutdoorpower.com/search/inventory/usage/Used
,,,,,,,,seed_target,_doc,29633,5.3218594,https://www.interstatetrucksource.com/new-trucks
,,,,,,,,seed_target,_doc,28871,5.3218594,http://www.celticequipment.com/inventory.html
,,,,,,,,seed_target,_doc,28881,5.3218594,http://www.tonystrailerservice.com/trailer-sales.html
,,,,,,,,seed_target,_doc,32870,5.3218594,https://www.gregorypoole.com/used-equipment/equipment/pipelayers/
,,,,,,,,seed_target,_doc,27190,5.3218594,https://www.powertoysriverton.com/search/inventory/usage/Used/sort/year-recent
,,,,,,,,seed_target,_doc,29260,5.3218594,http://riechmannbros.com/Equipment/Used-Equipment/Miscellaneous-Construction.aspx
,,,,,,,,seed_target,_doc,29940,5.3218594,http://www.hainsworthfarms.com/lagoon-pumps.html
,,,,,,,,seed_target,_doc,33046,5.3218594,http://www.thompsontractor.com/machines/used/wheel-dozers
,,,,,,,,seed_target,_doc,30088,5.3218594,http://diamondrtrailers.com/Trailers.aspx?c_manu=Elite
,,,,,,,,seed_target,_doc,32240,5.3218594,https://www.mountainviewequip.com/default.asp?page=xNewInventory
,,,,,,,,seed_target,_doc,32872,5.3218594,https://www.gregorypoole.com/used-equipment/equipment/scrapers/
,,,,,,,,seed_target,_doc,32663,5.307869,https://www.albancat.com/used/for-sale/articulated-trucks/
,,,,,,,,seed_target,_doc,30087,5.307869,http://diamondrtrailers.com/Trailers.aspx?new=Y
